,name,size,types,subtype,alignment,armor_class,hit_points,str_stats,dex_stats,con_stats,int_stats,wis_stats,cha_stats,dmg_vul,dmg_resist,dmg_immun,condition_immun,cr,legendary_desc,size_m
327,Elvish Veteran Archer,Medium,humanoid,elf,chaotic good or chaotic neutral,15,77,11,16,12,11,13,11,,,,,3.0,,1.8
328,Emerald Eye,Tiny,construct,,chaotic evil,14,54,3,15,14,15,12,16,,"cold, fire; piercing damage",poison,"blinded, deafened, exhausted, paralyzed, petrified, poisoned, prone, unconscious",1.0,,0.6
329,Emerald Order Cult Leader,Medium,humanoid,,lawful neutral or evil,14,117,10,10,14,15,20,15,,"cold, fire, lightning",,,8.0,,1.8
330,Emperor Of The Ghouls,Medium,undead,,neutral evil,20,204,18,14,19,20,17,21,,"cold, necrotic","poison; bludgeoning, piercing, and slashing damage from nonmagical weapons.","charmed, exhaustion, frightened, poisoned",20.0,"The Emperor can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The Emperor regains spent legendary actions at the start of his turn.",1.8
331,Empty Cloak,Medium,construct,,unaligned,13,45,18,14,10,10,10,1,,bludgeoning,poison,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned",0.5,,1.8
332,Enchanter,Medium,humanoid,elf,any alignment,12,58,10,14,10,19,13,19,,,,,7.0,,1.8
333,Eonic Drifter,Medium,humanoid,human,chaotic neutral,13,65,9,14,14,18,11,13,,,,,1.0,,1.8
334,Erina Defender,Small,humanoid,erina,neutral,15,44,11,14,14,13,12,11,,poison,,,1.0,,0.9
335,Erina Scrounger,Small,humanoid,erina,neutral,12,22,9,12,14,13,10,11,,poison,,,0.25,,0.9
336,Erinyes,Medium,fiend,devil,lawful evil,18,153,18,16,18,14,14,18,,"cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,12.0,,1.8
337,Ettercap,Medium,monstrosity,,neutral evil,13,44,14,15,13,7,12,8,,,,,2.0,,1.8
338,Ettin,Large,giant,,chaotic evil,12,85,21,8,17,6,10,8,,,,,4.0,,3.5
339,Execrable Shrub,Medium,fiend,,neutral evil,14,40,12,14,10,7,14,10,,"piercing, poison",fire,poisoned,0.5,,1.8
340,Exploding Toad,Tiny,monstrosity,,chaotic evil,12,2,1,13,11,4,8,3,,,fire,,0.25,,0.6
341,Eye Golem,Large,construct,,unaligned,20,157,22,9,20,5,11,1,,,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhausted, frightened, paralyzed, petrified, poisoned",11.0,,3.5
342,Eye of the Gods,Small,celestial,,any alignment (as its creator deity),14,36,8,18,12,13,20,16,,"fire, radiant; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison","charmed, exhaustion, poisoned",1.0,,0.9
343,Fang of the Great Wolf,Large,monstrosity,,neutral evil,14,65,16,13,13,9,13,8,,cold,,,3.0,,3.5
344,Far Darrig,Small,fey,,neutral,14,104,15,16,17,11,15,17,,,,,3.0,,0.9
345,Far Wanderer,Medium,aberration,,neutral,14,88,14,18,12,17,11,10,,cold,,"exhaustion, poisoned",3.0,,1.8
346,Fate Eater,Medium,aberration,,neutral,16,182,18,12,14,18,16,9,,,,"charmed, unconscious",6.0,,1.8
347,Fear Liath,Large,undead,,neutral evil,12,33,17,15,10,8,14,7,,,poison,"exhaustion, frightened, poisoned",2.0,,3.5
348,Fear Smith,Medium,fey,,chaotic neutral,17,123,11,17,14,11,15,18,,"bludgeoning, piercing, and slashing from weapons that aren't made of cold iron",,"charmed, frightened",10.0,,1.8
349,Fellforged,Medium,construct,,lawful evil,15,135,14,12,17,12,14,15,,"acid, cold, fire, lightning","necrotic, poison","charmed, exhaustion, poisoned",5.0,,1.8
350,Fext,Medium,undead,,any alignment,17,60,14,16,1,14,12,18,,"bludgeoning, piercing, and slashing damage with nonmagical weapons",,"charmed, exhaustion, frightened, paralyzed, poisoned",6.0,,1.8
351,Fey Drake,Small,dragon,,chaotic neutral,17,82,6,20,15,15,16,18,,,,,6.0,,0.9
352,Feyward Tree,Huge,construct,,unaligned,17,94,26,10,18,2,11,6,,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",8.0,,6.86
353,Fidele Angel,Medium,celestial,,lawful good,16,104,20,18,14,14,16,18,,"fire, lightning, poison; bludgeoning, piercing, and slashing damage from nonmagical weapons","acid, cold","charmed, petrified, poisoned",5.0,,1.8
354,Fierstjerren,Medium,undead,,neutral evil,14,105,16,15,16,14,11,12,,,"necrotic, poison","charmed, exhaustion, frightened, paralyzed, poisoned, unconscious",5.0,,1.8
355,Fire Dancer Swarm,Medium,swarm of Tiny elementals,,neutral evil,15,90,10,20,16,6,10,7,,"bludgeoning, piercing, and slashing","fire, poison","exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, stunned, unconscious",7.0,,1.8
356,Fire Elemental,Large,elemental,,neutral,13,102,10,17,16,6,10,7,,"bludgeoning, piercing, and slashing from nonmagical weapons","fire, poison","exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",5.0,,3.5
357,Fire Giant,Huge,giant,,lawful evil,18,162,25,9,23,10,14,13,,,fire,,9.0,,6.86
358,Fire Imp,Tiny,fiend,devil,lawful evil,13,14,5,14,12,10,10,14,,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silver","fire, poison",poisoned,0.5,,0.6
359,Firebird,Small,celestial,,neutral good,16,99,12,19,14,16,15,21,,"lightning; bludgeoning, piercing, and slashing from nonmagical weapons",fire,"charmed, frightened, invisible",4.0,,0.9
360,Firegeist,Small,elemental,,neutral evil,14,87,7,18,10,4,16,6,,,"fire, poison","exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",2.0,,0.9
361,Flab Giant,Large,giant,,chaotic evil,14,110,20,6,16,9,13,8,,,poison,poisoned,4.0,,3.5
362,Flame Dragon Wyrmling,Medium,dragon,,chaotic evil,17,52,12,14,15,13,12,16,,,fire,,3.0,,1.8
363,Flame Eater Swarm,Medium,beasts,,unaligned,12,33,3,15,12,2,14,4,,"bludgeoning, piercing, slashing",fire,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",2.0,,1.8
364,Flame-Scourged Scion,Huge,aberration,,chaotic evil,16,125,19,17,22,16,6,15,,fire; slashing from nonmagical attacks,,"grappled, paralyzed, restrained",9.0,,6.86
365,Flesh Golem,Medium,construct,,neutral,9,93,19,9,18,6,10,5,,,"lightning, poison; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",5.0,,1.8
366,Flesh Reaver,Medium,undead,,neutral evil,12,19,14,14,14,5,10,8,,necrotic,poison,"charmed, exhaustion, poisoned",0.5,,1.8
367,Fleshpod Hornet,Large,beast,,unaligned,14,120,14,18,15,3,12,6,,,,,6.0,,3.5
368,Flutterflesh,Large,undead,,chaotic evil,16,187,11,18,17,12,13,10,,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison","charmed, paralyzed, exhaustion, poison, stunned, unconscious",12.0,,3.5
369,Flying Polyp,Huge,aberration,,chaotic evil,17,171,20,12,17,22,14,16,lightning,"acid, cold, fire, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",,prone,11.0,,6.86
370,Flying Snake,Tiny,beast,,unaligned,14,5,4,18,11,2,12,5,,,,,0.125,,0.6
371,Flying Sword,Small,construct,,unaligned,17,17,12,15,11,1,5,1,,,"poison, psychic","blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned",0.25,,0.9
372,Folk Of Leng,Medium,humanoid,,neutral evil,14,68,12,15,18,14,16,22,,cold,necrotic,frightened,2.0,,1.8
373,Forest Drake,Small,dragon,,neutral,15,60,16,8,19,12,15,12,,,fire,"paralyzed, unconscious",2.0,,0.9
374,Forest Marauder,Large,giant,,chaotic evil,15,114,21,10,18,6,10,7,,,,,4.0,,3.5
375,Foxfire Ooze,Large,ooze,,unaligned,9,126,19,8,20,2,6,1,cold,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, fire, lightning","blinded, charmed, deafened, exhaustion, frightened, prone",10.0,,3.5
376,Foxin,Small,fey,,neutral,14,16,14,16,14,10,14,16,,,,charmed,0.5,,0.9
377,Fractal Golem,Large,construct,,unaligned,18,8,16,12,16,6,8,1,,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",8.0,,3.5
378,Fragrite,Medium,elemental,shapechanger,chaotic neutral,14,91,16,13,15,6,8,8,,"fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,"exhaustion, paralyzed, petrified, poisoned, prone, restrained, unconscious",6.0,,1.8
379,Fraughashar,Small,fey,,neutral evil,15,18,8,14,12,10,11,7,,,cold,,0.5,,0.9
380,Frog,Tiny,beast,,unaligned,11,1,1,13,8,1,8,3,,,,,0.0,,0.6
381,Frost Giant,Huge,giant,,neutral evil,15,138,23,9,21,9,10,12,,,cold,,8.0,,6.86
382,Frostveil,Medium,plant,,unaligned,16,67,20,20,16,1,11,1,,bludgeoning and piercing from nonmagical weapons,cold,"blinded, charmed, deafened, frightened, prone",4.0,,1.8
383,Fulad-Zereh,Huge,fiend,demon,chaotic evil,18,115,19,11,20,17,15,17,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,poisoned,9.0,,6.86
384,Fulminar,Large,elemental,,neutral,15,112,10,20,14,8,17,10,,"lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",poison,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",9.0,,3.5
385,Gaki,Medium,undead,,chaotic evil,14,75,7,18,17,10,12,16,,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison","charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained",8.0,,1.8
386,Gargoctopus,Large,monstrosity,,neutral,13,104,18,13,12,19,16,14,,,,,5.0,,3.5
387,Gargoyle,Medium,elemental,,chaotic evil,15,52,15,11,16,6,11,7,,"bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine",poison,"exhaustion, petrified, poisoned",2.0,,1.8
388,Garroter Crab,Tiny,beast,,unaligned,13,18,7,14,14,1,10,2,,,psychic,"charmed, frightened",0.25,,0.6
389,Gbahali (Postosuchus),Huge,beast,,unaligned,15,126,21,14,19,2,13,7,,,,,6.0,,6.86
390,Gearforged Templar,Medium,humanoid,gearforged,lawful neutral,18,71,20,9,15,12,16,10,,"bludgeoning, piercing, and slashing damage from nonmagical weapons",poison,"charmed, frightened, exhaustion, poisoned",6.0,,1.8
391,Gelatinous Cube,Large,ooze,,unaligned,6,84,14,3,20,1,6,1,,,,"blinded, charmed, deafened, exhaustion, frightened, prone",2.0,,3.5
392,Gerridae,Large,fey,,neutral,14,77,16,15,17,2,13,7,,,,,1.0,,3.5
393,Ghast,Medium,undead,,chaotic evil,13,36,16,17,10,11,10,8,,,necrotic,poisoned,2.0,,1.8
394,Ghast of Leng,Large,aberration,,neutral evil,14,127,15,17,14,4,9,6,radiant,cold,,,3.0,,3.5
395,Ghost,Medium,undead,,any alignment,11,45,7,13,10,10,12,17,,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical weapons","cold, necrotic, poison","charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained",4.0,,1.8
396,Ghost Boar,Large,monstrosity,,unaligned,13,68,18,10,16,7,12,7,,,,,3.0,,3.5
397,Ghost Dragon,Large,undead,,any alignment,14,126,10,19,10,14,16,19,,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison","charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained",11.0,,3.5
398,Ghost Dwarf,Medium,undead,,neutral evil,14,81,4,14,10,10,14,15,,"acid, cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison","charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained",6.0,,1.8
399,Ghost Knight,Medium,undead,,lawful evil,17,97,17,15,14,8,10,7,,necrotic,poison,"charmed, exhaustion, poisoned",6.0,,1.8
400,Ghostwalk Spider,Large,monstrosity,,neutral evil,15,119,15,20,17,9,14,8,,,poison,poisoned,9.0,,3.5
401,Ghoul,Medium,undead,,chaotic evil,12,22,13,15,10,7,10,6,,,,poisoned,1.0,,1.8
402,"Ghoul, Darakhul",Medium,undead,,neutral evil,16,78,16,17,14,14,12,12,,necrotic,poison,"charmed, exhaustion, poisoned",3.0,,1.8
403,"Ghoul, Imperial",Medium,undead,,lawful evil,16,93,16,14,12,13,14,14,,,poison,"charmed, exhaustion, poisoned",4.0,,1.8
404,"Ghoul, Iron",Medium,undead,,lawful evil,16,143,18,16,14,14,14,14,,,poison,"charmed, exhaustion, poisoned",5.0,,1.8
405,Ghoulsteed,Large,undead,,neutral evil,13,85,18,10,16,6,10,6,,,poison,poisoned,3.0,,3.5
406,Giant Albino Bat,Huge,monstrosity,,neutral evil,15,76,19,16,15,7,14,6,,,,,3.0,,6.86
407,Giant Ant,Large,beast,,unaligned,14,52,15,13,15,1,9,2,,,,,2.0,,3.5
408,Giant Ant Queen,Large,beast,,unaligned,15,85,17,13,16,2,11,4,,,,,4.0,,3.5
409,Giant Ape,Huge,beast,,unaligned,12,157,23,14,18,7,12,7,,,,,7.0,,6.86
410,Giant Badger,Medium,beast,,unaligned,10,13,13,10,15,2,12,5,,,,,0.25,,1.8
411,Giant Bat,Large,beast,,unaligned,13,22,15,16,11,2,12,6,,,,,0.25,,3.5
412,Giant Boar,Large,beast,,unaligned,12,42,17,10,16,2,7,5,,,,,2.0,,3.5
413,Giant Centipede,Small,beast,,unaligned,13,4,5,14,12,1,7,3,,,,,0.25,,0.9
414,Giant Constrictor Snake,Huge,beast,,unaligned,12,60,19,14,12,1,10,3,,,,,2.0,,6.86
415,Giant Crab,Medium,beast,,unaligned,15,13,13,15,11,1,9,3,,,,,0.125,,1.8
416,Giant Crocodile,Huge,beast,,unaligned,14,85,21,9,17,2,10,7,,,,,5.0,,6.86
417,Giant Eagle,Large,beast,,neutral good,13,26,16,17,13,8,14,10,,,,,1.0,,3.5
418,Giant Elk,Huge,beast,,unaligned,15,42,19,16,14,7,14,10,,,,,2.0,,6.86
419,Giant Fire Beetle,Small,beast,,unaligned,13,4,8,10,12,1,7,3,,,,,0.0,,0.9
420,Giant Frog,Medium,beast,,unaligned,11,18,12,13,11,2,10,3,,,,,0.25,,1.8
421,Giant Goat,Large,beast,,unaligned,11,19,17,11,12,3,12,6,,,,,0.5,,3.5
422,Giant Hyena,Large,beast,,unaligned,12,45,16,14,14,2,12,7,,,,,1.0,,3.5
423,Giant Lizard,Large,beast,,unaligned,12,19,15,12,13,2,10,5,,,,,0.25,,3.5
424,Giant Moth,Small,beast,,unaligned,11,7,10,12,10,3,10,7,,,,,0.125,,0.9
425,Giant Octopus,Large,beast,,unaligned,11,52,17,13,13,4,10,4,,,,,1.0,,3.5
426,Giant Owl,Large,beast,,neutral,12,19,13,15,12,8,13,10,,,,,0.25,,3.5
427,Giant Poisonous Snake,Medium,beast,,unaligned,14,11,10,18,13,2,10,3,,,,,0.25,,1.8
428,Giant Rat,Small,beast,,unaligned,12,7,7,15,11,2,10,4,,,,,0.125,,0.9
429,Giant Rat (Diseased),Small,beast,,unaligned,12,7,7,15,11,2,10,4,,,,,0.125,,0.9
430,Giant Scorpion,Large,beast,,unaligned,15,52,15,13,15,1,9,3,,,,,3.0,,3.5
431,Giant Sea Horse,Large,beast,,unaligned,13,16,12,15,11,2,12,5,,,,,0.5,,3.5
432,Giant Shark,Huge,beast,,unaligned,13,126,23,11,21,1,10,5,,,,,5.0,,6.86
433,Giant Shark Bowl,Huge,ooze,,unaligned,6,172,23,3,20,1,10,5,,"acid, fire, slashing",lightning,"blinded, charmed, deafened, exhaustion, frightened, prone",8.0,,6.86
434,Giant Sloth,Large,beast,,unaligned,15,168,19,10,19,3,12,10,,poison,,poisoned,7.0,,3.5
435,Giant Spider,Large,beast,,unaligned,14,26,14,16,12,2,11,4,,,,,1.0,,3.5
436,Giant Toad,Large,beast,,unaligned,11,39,15,13,13,2,10,3,,,,,1.0,,3.5
437,Giant Vampire Bat,Large,beast,,unaligned,13,60,16,16,14,2,12,6,,,,,2.0,,3.5
438,Giant Vulture,Large,beast,,neutral evil,10,22,15,10,15,6,12,7,,,,,1.0,,3.5
439,Giant Wasp,Medium,beast,,unaligned,12,13,10,14,10,1,10,3,,,,,0.5,,1.8
440,Giant Weasel,Medium,beast,,unaligned,13,9,11,16,10,4,12,5,,,,,0.125,,1.8
441,Giant Wolf Spider,Medium,beast,,unaligned,13,11,12,16,13,3,12,4,,,,,0.25,,1.8
442,Gibbering Mouther,Medium,aberration,,neutral,9,67,10,8,16,3,10,6,,,,prone,2.0,,1.8
443,Gilded Devil,Medium,fiend,devil,lawful evil,16,112,17,15,17,15,18,17,,"cold; bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered","fire, poison",poisoned,7.0,,1.8
444,Glabrezu,Large,fiend,demon,chaotic evil,17,157,20,15,21,19,17,16,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,9.0,,3.5
445,Gladiator,Medium,humanoid,any race,any alignment,16,112,18,15,16,10,12,15,,,,,5.0,,1.8
446,Glass Gator,Large,beast,,unaligned,15,45,15,14,12,4,10,5,,,,,1.0,,3.5
447,Glass Golem,Small,construct,,unaligned,12,45,10,15,13,3,8,1,bludgeoning,piercing and slashing from nonmagical attacks not made with adamantine,"poison, psychic","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",2.0,,0.9
448,Gloomflower,Tiny,plant,,unaligned,12,44,10,6,16,1,6,18,,,,"blinded, deafened, frightened",3.0,,0.6
449,Gnarljak,Small,construct,,unaligned,16,63,13,22,11,2,14,1,,"cold, acid, fire; bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison, psychic","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",6.0,,0.9
450,Gnoll,Medium,humanoid,gnoll,chaotic evil,15,22,14,12,11,6,10,7,,,,,0.5,,1.8
451,Gnoll Havoc Runner,Medium,humanoid,gnoll,chaotic evil,15,58,16,14,14,8,12,9,,,,,3.0,,1.8
452,Gnoll Slaver,Medium,humanoid,gnoll,chaotic evil,15,71,18,15,14,12,11,12,,,,,3.0,,1.8
453,Goat,Medium,beast,,unaligned,10,4,12,10,11,2,10,5,,,,,0.0,,1.8
454,Goat-Man,Medium,monstrosity,,chaotic evil,14,65,19,14,14,10,13,8,,"bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered",,"charmed, frightened",3.0,,1.8
455,Goblin,Small,humanoid,goblinoid,neutral evil,15,7,8,14,10,10,8,8,,,,,0.25,,0.9
456,Gold Dragon Wyrmling,Medium,dragon,,lawful good,17,60,19,14,17,14,11,16,,,fire,,3.0,,1.8
457,Goliath Longlegs,Gargantuan,monstrosity,,unaligned,16,162,18,15,16,4,13,3,,,poison,"charmed, frightened, poisoned",7.0,,10.0
458,Goreling,Small,undead,,unaligned,12,11,12,14,14,1,5,1,,,"necrotic, poison",poisoned,0.25,,0.9
459,Gorgon,Large,monstrosity,,unaligned,19,114,20,11,18,2,12,7,,,,petrified,5.0,,3.5
460,Grave Behemoth,Huge,undead,,neutral evil,9,210,22,8,19,13,10,8,,necrotic,poison,"charmed, frightened, poisoned",10.0,,6.86
461,Gray Ooze,Medium,ooze,,unaligned,8,22,12,6,16,1,6,2,,"acid, cold, fire",,"blinded, charmed, deafened, exhaustion, frightened, prone",0.5,,1.8
462,Gray Thirster,Medium,undead,,neutral evil,13,39,12,16,15,6,12,14,,"bludgeoning, necrotic","fire, poison","charmed, exhaustion, frightened, poisoned",2.0,,1.8
463,Great Mandrake,Tiny,plant,,unaligned,11,44,14,8,16,4,11,12,,,poison,"exhaustion, poisoned",1.0,,0.6
464,Greater Death Butterfly Swarm,Huge,swarm of tiny beasts,,chaotic evil,15,84,1,16,10,1,15,12,,"bludgeoning, piercing, and slashing",,"charmed, frightened, paralyzed, petrified, prone, restrained, petrified",6.0,,6.86
465,Greater Rakshasa,Medium,fiend,,lawful evil,18,144,14,18,18,15,16,20,piercing from magic weapons wielded by good creatures,,"bludgeoning, piercing, and slashing from nonmagical attacks",,15.0,"The greater rakshasa can take 3 legendary actions, choosing from the options below. Only one legendary action can be used at a time and only at the end of another creature's turn. The greater rakshasa regains spent legendary actions at the start of its turn.",1.8
466,Greater Scrag,Large,monstrosity,,chaotic evil,16,127,20,10,17,10,10,11,,,,,7.0,,3.5
467,Green Abyss Orc,Medium,humanoid,orc,chaotic evil,13,15,14,16,16,9,11,10,,,poison,poisoned,0.5,,1.8
468,Green Dragon Wyrmling,Medium,dragon,,lawful evil,17,38,15,12,13,14,11,13,,,poison,poisoned,2.0,,1.8
469,Green Hag,Medium,fey,,neutral evil,17,82,18,12,16,13,14,14,,,,,3.0,,1.8
470,Green Knight of the Woods,Medium,fey,,lawful neutral,20,78,18,10,14,10,12,16,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with cold iron",,"charmed, frightened",6.0,,1.8
471,Grick,Medium,monstrosity,,neutral,14,27,14,14,11,3,14,5,,"bludgeoning, piercing, and slashing damage from nonmagical weapons",,,2.0,,1.8
472,Griffon,Large,monstrosity,,unaligned,12,59,18,15,16,2,13,8,,,,,2.0,,3.5
473,Grim Jester,Medium,undead,,chaotic evil,18,136,14,22,18,16,16,20,,cold,"necrotic, poison; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, exhaustion, frightened, paralyzed, poisoned",11.0,,1.8
474,Grimlock,Medium,humanoid,grimlock,neutral evil,11,11,16,12,12,9,8,6,,,,blinded,0.25,,1.8
475,Grindylow,Medium,aberration,,chaotic evil,13,27,13,14,12,8,14,9,,,,,1.0,,1.8
476,Guard,Medium,humanoid,any race,any alignment,16,11,13,12,12,10,11,10,,,,,0.125,,1.8
477,Guardian Naga,Large,monstrosity,,lawful good,18,127,19,18,16,16,19,18,,,poison,"charmed, poisoned",10.0,,3.5
478,Gug,Huge,giant,,neutral evil,17,270,24,10,25,10,8,14,,,poison,"confusion, exhaustion, paralysis, poisoned",12.0,"A gug can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. A gug regains spent legendary actions at the start of its turn.",6.86
479,Gugalanna,Huge,celestial,,chaotic good,18,253,24,16,20,10,20,18,,necrotic,"fire, radiant; bludgeoning, piercing, and slashing from nonmagical attacks","charmed, exhaustion, frightened",21.0,"Gugalanna can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. Gugalanna regains spent legendary actions at the start of his turn.",6.86
480,Gulon,Large,monstrosity,,unaligned,14,110,19,14,16,5,12,5,,,poison,poisoned,6.0,,3.5
481,Gumienniki,Small,fiend,shapechanger,neutral evil,13,22,12,16,13,14,10,12,,"cold, fire, lightning",poison,poisoned,1.0,,0.9
482,Gynosphinx,Large,monstrosity,,lawful neutral,17,136,18,15,16,18,18,18,,"bludgeoning, piercing, and slashing from nonmagical weapons",psychic,"charmed, frightened",11.0,"The sphinx can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The sphinx regains spent legendary actions at the start of its turn.",3.5
483,Gypsosphinx,Large,monstrosity,,neutral evil,17,171,20,14,18,18,18,18,,"bludgeoning, piercing, and slashing from nonmagical weapons","psychic, poison",poisoned,14.0,"The sphinx can take 3 legendary actions, choosing from the options below. Only one option can be used at a time and only at the end of another creature's turn. It regains spent legendary actions at the start of its turn.",3.5
484,Hair Golem,Small,construct,,unaligned,13,13,10,17,13,3,8,1,slashing,bludgeoning and piercing from nonmagical attacks not made with adamantine,"poison, psychic","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",0.25,,0.9
485,Half-Red Dragon Veteran,Medium,humanoid,human,any alignment,18,65,16,13,14,10,11,10,,fire,,,5.0,,1.8
486,Hallowed Reed,Medium,celestial,,neutral good,13,22,14,10,10,7,14,10,,"bludgeoning, piercing",radiant,,0.5,,1.8
487,Harpy,Medium,monstrosity,,chaotic evil,11,38,12,13,12,7,10,13,,,,,1.0,,1.8
488,Haugbui,Medium,undead,,lawful neutral,18,136,18,17,18,15,20,16,,"cold, lightning, necrotic","poison; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, exhaustion, frightened, paralyzed, poisoned",13.0,,1.8
489,Haunted Giant,Huge,giant,,chaotic neutral,20,126,21,8,19,5,9,6,,,,,6.0,,6.86
490,Hawk,Tiny,beast,,unaligned,13,1,5,16,8,2,14,6,,,,,0.0,,0.6
491,Heavy Cavalry,Medium,humanoid,dragonborn,lawful neutral,19,75,15,12,17,10,14,8,,fire,,,2.0,,1.8
492,Hell Hound,Medium,fiend,,lawful evil,15,45,17,12,14,6,13,6,,,fire,,3.0,,1.8
493,Herald Of Blood,Huge,fiend,,neutral evil,15,115,22,12,20,14,17,16,,"piercing, lightning","fire, poison","exhaustion, frightened, paralyzed, petrified, poisoned",12.0,"A herald of blood can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. A herald of blood regains spent legendary actions at the start of its turn.",6.86
494,Herald Of Darkness,Large,fiend,,neutral evil,15,105,20,14,20,12,15,20,,"bludgeoning, thunder","cold, lightning, necrotic, poison","exhaustion, frightened, paralyzed, petrified, poisoned",7.0,,3.5
495,Hezrou,Large,fiend,demon,chaotic evil,16,136,19,17,20,5,12,13,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,8.0,,3.5
496,Hierophant Lich,Medium,undead,,any evil alignment,14,91,12,13,15,12,20,17,,"cold, lightning, necrotic","poison; bludgeoning, piercing, and slashing from nonmagical attacks","charmed, exhaustion, frightened, paralyzed, poisoned",9.0,"The hierophant lich can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The lich regains spent legendary actions at the start of its turn.",1.8
497,Hill Giant,Huge,giant,,chaotic evil,13,105,21,8,19,5,9,6,,,,,5.0,,6.86
498,Hippogriff,Large,monstrosity,,unaligned,11,19,17,13,13,2,12,8,,,,,1.0,,3.5
499,Hoard Golem,Huge,construct,,unaligned,18,161,22,15,20,3,11,1,,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhausted, frightened, paralyzed, petrified, poisoned",12.0,,6.86
500,Hobgoblin,Medium,humanoid,goblinoid,lawful evil,18,11,13,12,12,10,10,9,,,,,0.5,,1.8
501,Homunculus,Tiny,construct,,neutral,13,5,4,15,11,10,10,7,,,poison,"charmed, poisoned",0.0,,0.6
502,Horakh,Medium,monstrosity,,neutral,17,161,18,19,19,8,15,10,,,,,9.0,,1.8
503,Horned Devil,Large,fiend,devil,lawful evil,18,148,22,17,21,12,16,17,,"cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,11.0,,3.5
504,Horned Serpent,Large,monstrosity,,unaligned,18,210,22,16,20,4,14,16,,fire,"necrotic, poison",poisoned,12.0,,3.5
505,Hound Of The Night,Large,monstrosity,,unaligned,16,112,20,16,14,9,14,10,,,cold,,5.0,,3.5
506,Hound of Tindalos,Medium,aberration,,neutral evil,17,93,18,22,18,14,16,18,,necrotic,"cold, psychic, poison","exhaustion, poisoned",8.0,,1.8
